user,location,text
TaniaCortees_,Colombia,"@Maabel17 ‼️🚨DIFUNDIR URGENTEMENTE 🚨‼️@AnonymousOpCOL  VIENEN AL RESCATE 🚨‼️✊🏻🇨🇴
Colombia sigue en lucha ✊🏻🇨🇴… https://t.co/qAJcOTLlol"
Juansan201,,"@itsnana08 Gracias #Anonymous cada vez más apoyo a nuestro país. La lucha es justa, lo sé, desde que ustedes están… https://t.co/Myl03te8r5"
ElMismoOrbeison,En tu corazón.,Me da miedo que #Anonymous muestre que lavo los yiyos en la ducha.
tata_dragneel_1,"Bogotá, D.C., Colombia",La página del ejército no está funcionando #Anonymous https://t.co/5iBClrJENS
DaniCastilla03,"Colombia, Barranquilla",Los amo #Anonymous
Andresr50219732,,"#Anonymous @anonymus hola, solo les pido que nos ayuden, intervengan canales de televisión, llevamos sufriendo much… https://t.co/7vgq6wSofS"
BURBANS,"Cali, Valle del Cauca",@YourAnonNewsESP Gracias #Anonymous #anonymouscolombia
claumejiaperez,Medellín - Colombia,Gracias #Anonymous por decir la verdad! https://t.co/n4mLPh3KdN
Tweet1A,Colombia,"#Anonymous

Anonymous empezó a revelar correos y contraseñas del Ejército Nacional. https://t.co/mxbxdgG7eU"
Alejitadetal,Polombia del Sur,#Anonymous debería de pagarnos o ayudarnos a tumbarles los Ht a los Uribrutos...- mi que me paguen trayendo a Super… https://t.co/XYG0QEErri
danielaaH01,"Barranquilla, Colombia","Si #Anonymous  se pronunció, ojalá y destape la olla grande qué hay en Colmbia!🇨🇴"
danigonzalezsua,"Bogotá, D.C., Colombia","#Anonymous y las k-popers hicieron más que el gobierno de duque en 3 años
#SOSColombiaDDHH 
#MilitarizarLasCallesYa… https://t.co/xUsIeCU2wi"
Drs_3013,En el cora de Bangtan💜,"Colombia sigue en lucha ✊🏻🇨🇴
#Anonymous #SOSColombiaDDHH #SOSColmbia #SOSColombiaEnDictadura #ColombiaEnAlertaRoja… https://t.co/BbrWg5C9RA"
PetiteBlaugrana,🇨🇴 | Ravenclaw Tower,Den de baja la reforma tributaria de la página interna del Congresooooo #Anonymous
EmpanadaButter,,"Aqui se ve con mejor calidad. 
#Anonymous 
#ParoNacional4M 
#SOSColombiaDDHH https://t.co/ic2yHlKouZ"
Nosjodimostodos,,"Que #Anonymous putee TODO, así cómo nos matan que divulguen información del gobierno #UribeAsesino #GobiernoGenocida We need your help 🇨🇴💪🏻"
florez_pulgarin,Encuentreme si puede.,"Las órdenes de que nos mataran fueron de una finca.

Terminen ustedes la historia.
#SOSColombiaDDHH #Anonymous #UribeDioLaOrden"
alejandraorti63,"Medellín, Colombia","busquen por molestar  #EJERCITO NACIONAL  EN GOOGLE .....
#Anonymous"
Bichota333,,"Bloquear la cuenta de esta p**ra
#Anonymous #SOSColombiaDDHH #ColombiaResiste #ColombiaSOS #ColombiaEnDictadura… https://t.co/90LXzWp3se"
Andreslp19,Colombia,"El ESMAD nos está arrancando los OJOS, pero aun así veremos un futuro mejor y en paz

https://t.co/ToAGwynUzF… https://t.co/3FmzqpoKhk"
Juliana13602311,,#Anonymous ponte la 10 y hackea la página del Icetex🙃
AleSkdm,"Pereira, Colombia",Parceeeeeeeeeeee que chimba en serio que amo demasiado esto #Anonymous #SOSColombia https://t.co/0BpLlA532x
conzumogonzo,,"PROTESTA EN LA CASA DE DUQUE (PLANTON VS SMAD)
-
link: https://t.co/fnuLdUXULx 
-
 #ParoNacional4MDDHH​ #EsUrgente​… https://t.co/FmTx8nsYMX"
Amadoo_09,,"#Anonymous eres la vergaaaaaaaaa
#SOSColombiaNosEstanMatando https://t.co/T81Eb0tRwP"
alexisj19970,Colombia ,"Grande #Anonymous está con Colombia!
#SOSColombiaDDHH #SOSCali #NosEstanMatando https://t.co/0JSKaYwc8W"
SomosFancom,Medellín - Colombia,#Anonymous aparece en #Colombia con hackeo al #Ejército y revelando contraseñas y correos de miembros de la… https://t.co/Hqei7gm4Gs
Estebaaan01,"New York, NY","@IvanDuque Asesino de civiles!!
@COL_EJERCITO @ONU_es @JoeBiden 
#GobiernoGenocida #DerechosHumanos… https://t.co/znGDn1l88h"
eylopezs,"Cali, Valle","@PoliciaColombia ¡A otro perro con ese hueso!

Los hackers de #Anonymous revelaron información militar donde señaló… https://t.co/ugxhiiqfy4"
Majo85416184,,"#SOSColombiaDDHH
Miren lo que aparece cuando buscan ejército nacional
#Anonymous
#FuerzaCOLOMBIA
#NosEstanMatando… https://t.co/NRMrs7O4v9"
Giancarlogiral,"Rionegro, Colombia","y colorín colorado, esta pagina se a acabado #Anonymous https://t.co/m2NUu1Pfo5"
LaverLarra,COLOMBIA ,#Anonymous ajua.. jajaja jajaja jajaja
ForAndress,,"Gracias #Anonymous acabas de demostrar que todo lo roban, no tenemos presupuesto para nada, esto demuestra que todo… https://t.co/80AmQQw8tl"
oficial_amaya,"music, naked and pictures",Espero que la lluvia no pare los corazones latentes de victoria ante tantas víctimas del estado. #Anonymous gracias
yisel_ma,Colombia,"#Anonymous , página del ejército bloqueada https://t.co/WdOlt7KTW5"
TaniaCortees_,Colombia,"@THEOSIRISVLOG ‼️🚨DIFUNDIR URGENTEMENTE 🚨‼️@AnonymousOpCOL  VIENEN AL RESCATE 🚨‼️✊🏻🇨🇴
Colombia sigue en lucha ✊🏻🇨🇴… https://t.co/8ctXqRGNQ2"
CarolinaSquared,Somewhere in the Stratosphere,"Yo cuando veo que los de #Anonymous tumbaron la página del ejército
#SOSColombiaDDHH #FuerzaCOLOMBIA #URGENTE… https://t.co/o4L26tGcVn"
TaniaCortees_,Colombia,"@estebanosoriop6 @AnonymousOpCOL ‼️🚨DIFUNDIR URGENTEMENTE 🚨‼️@AnonymousOpCOL  VIENEN AL RESCATE 🚨‼️✊🏻🇨🇴
Colombia si… https://t.co/LhuSaoiXsJ"
Anonymous_CO,Colombia,"Recibimos estas grabaciones hace unos minutos, soldado afirma que tienen autorización para asesinar a civiles.… https://t.co/LldPIFR7fS"
Loco_yooo,,"#Anonymous ayúdame con las paginas de los bancos, será que les podemos borrar toda la información de los créditos.… https://t.co/HMFCSngK3s"
Kevincuervo19,"Valledupar, Colombia",Les pedimos tumbar las redes sociales de los principales medios de comunicación en colombia como @ CanalRCN y @ Not… https://t.co/Dx8dkcFocU
Kevincuervo19,"Valledupar, Colombia",Les pedimos tumbar las redes sociales de los principales medios de comunicación en colombia como @CanalRCN y… https://t.co/W83JyAgkqM
Dan_Tes525,,"#Anonymous #SOSColombiaEnDictadura 
Enserio lo veo y no lo creo! https://t.co/eaCnweuzwf"
DaroSF,"Cdad. Madero, BA., Argentina",Anonymous revela correos y contraseñas de miembros del Ejército y manda un mensaje al gobierno de Duque #Colombia… https://t.co/TABYIcOZXC
OhPorYisus,,"ESTOY LLORANDO!!
GRACIAS #Anonymous"
DuvanPea14,,"Que e todos se enteren de lo que está pasando en Colombia 
#SOSColombiaDDHH #Anonymous #NosEstanMasacrando https://t.co/038Gl1kNVQ"
Carolinaalpr,España,@SoukokuMaru También lo hizo en Wikipedia #Anonymous #ColombiaSOS #SOSColombiaDDHH https://t.co/kGWY2huVEC
AleSkdm,"Pereira, Colombia",Parce se me erizo la piel al ver lo de #Anonymous hpta amo todo
aleja_2808,Bogota Colombia,Que grandes #Anonymous
ANDRESTATU,bogota,#Anonymous  hackea cuenta del #ejercitocolombiano https://t.co/hn8RsTTsrz
KimAysha4,,Gracias #Anonymous https://t.co/ufPIfgoUts
Amadoo_09,,#Anonymous eres la vergaaaaaaaaa
stibemdanerick,"Bogotá, D.C., Colombia",Esto es lo que sale al buscar “ejército nacional” en Google #Anonymous #URsincensura #SOSColombiaDDHH #SOSCali… https://t.co/LaZ0zonuBN
elquedaforma,soacha,Yo agradezco que esto sea el pasado y no el futuro. #Anonymous  #ParoNacional4M https://t.co/sZNocXOJ2Q
restrepojhonja,villavicencio (meta),"#Anonymous que el mundo lo sepa.
🌏🌎🌍🇨🇴✊🏻 #FuerzaCOLOMBIA #SOSColombiaDDHH #DuqueAsesino #DuquePareLaMasacre… https://t.co/S3WhXurr8K"
Joss48164245,,#Anonymous Ayuda a Colombia
Anonymous_CO,Colombia,"Fuentes afirman que la información de Wikipedia del ejército nacional de Colombia fue modificada.

#Anonymous… https://t.co/IZ9qBUsyeg"
SoyCarlosDiaz_,"Bogotá, D.C., Colombia","#Anonymous 
GRANDES haciendo pública la verdad. https://t.co/I7KglAN3PX"
sebasjalvino,"Cali, Colombia","Impresionante!
#Anonymous https://t.co/rDBrat0XOr"
valeira__,en lo de tu vieja,"#Anonymous cuándo se va a acordar de la Argentina???
Dale loco, pasalo a nassssta..."
Opinante2019,,"CARACOL NOTICIAS TUERCE TODO !
#SOSColombiaDDHH #ParoNacional4M  #FuerzaCOLOMBIA #EsUrgente  #ParoDestructorSOS… https://t.co/M5ig4VovAo"
angie_yul,"Bogotá, D.C., Colombia","#Anonymous 
¿Quién dió la orden? https://t.co/kof9oTxN4G"
maciascristi1,Colombia,#Anonymous Tumba página del ejército y muestra correos y contraseñas pero los está censurando facebook https://t.co/a0mcnY9WGh
DevCamilo,,#Anonymous lo hizo de nuevo. SOS 🇨🇴🇨🇴 https://t.co/FafNSxWE70
abrilblancc,,"#Anonymous eres la vergaaaaaaaaa 
Se puso caliente esto"
Dan_Tes525,,"#Anonymous 
#NosEstanMatando 
Tumbaron la pagina del Ejercito Nacional!! https://t.co/UXLveoF6pL"
liixbae,,"La mera verdad.

#SOSColombiaDDHH
#Anonymous 
#NosEstanMatando https://t.co/3NNaY52XeG"
weedbluedream8,"Cali, Colombia",¡ASESINOS! #Anonymous #SOSColombiaDDHH https://t.co/Gku9YUfFOo
CortizJ_,,Hay que tumbar la cuenta del genocida que dió la orden. #NosEstanMatando #Anonymous https://t.co/tFXl0HASTn
callme_Ch,Cartagena de Indias,"Andan diciendo que ya van hablar con #Venezuela para que hable con #Rusia pa' lo del dron 👀

#ADuqueLeDigo… https://t.co/xdgZZkn9A5"
Minli50963211,,#NosEstanMatando   #UribeTieneLaRazon    #UribeSomosTodos   #NoMasParo. #SOSColombiaDDHH    #Anonymous   nuestro am… https://t.co/m4nvD0Biv0
alexjimenez86,"Bogotá, D.C., Colombia",@AnonymousOpCOL saque los correos a la luz pública no es solo amenazar si no sacar pruebas es lo mejor que pueden h… https://t.co/vJZ4rZireV
Jjggook,,#Anonymous #SOSColombiaNosEstanMatando #DuqueRenuncie  #DuquePareLaMasacre @AlvaroUribeVel cuántos muertos más? Cua… https://t.co/yncZYejZo1
tatmzpd,,"Mk Anonymous haciendo de las suyas te amamos, Qué todos sepan lo qué está pasando en colombia 🇨🇴 no nos vamos a que… https://t.co/SgR94EKAPz"
In__thisrain,"EN COLOMBIA 
NOS ESTAN MATANDO","Incluso Anonymous busca que el presidente se pronuncie, dicen que recién empiezan y sobretodo que estan con colombi… https://t.co/7zCHw4XOsl"
SuicidaSinSuert,"Cali, Colombia","#Anonymous y los k-popers han hecho más por Colombia en 7 días que el gran malparido de @IvanDuque en casi 3 años de ""aprendizaje"""
AndresPala89,bogota city,#Anonymous Es Momento De Acabar Con Todos Estos Hijos De Puta @COL_EJERCITO
iMINM1N,,Salí para ponerme una vacuna y ahora me entero que anonymous hackeo la página del ejercito y filtró correos y contr… https://t.co/9Tq3eHka4b
xcubitos,,Hpptaaaa mis estados de WhatsApp me hicieron venir más rápido que tumbar un hashtag uribista #Anonymous
gamg_1,,#Anonymous TOTALMENTE INCREÍBLE!!!! https://t.co/4X2R50yr7z
MissBenedetti,Barraquilla,"#Anonymous @AlvaroUribeVel ahora el mundo sabe que eres un genocida, un matarife y que el ejército nacional está ma… https://t.co/Wr9vn2dKJH"
Fernandaowo3,,"Anonimus por favor ayuda a nuestro pais
#Anonymous 
#ColombiaSOS https://t.co/KUu644AC6t"
yogabrielfelipe,,Si #Anonymous pudo con el ejercito puede con lo que sea. Ahora sigue RCN por ser un medio mentiroso y manipulador.… https://t.co/bxC18YAoVr
Dani_Salinas04,"Cali, Colombia",Necesitamos que el mundo sepa lo qie sucede en Colombia #Anonymous #SOSCali #SOSColombiaDDHH #NosEstanMatando
Tatiana29267896,,"Lo que está pasando en internet ahora mismo, la realidad sin censura #Anonymous #SOSColombia https://t.co/NIrDvivf4U"
EmpanadaButter,,"Esto se va a putear
#ParoNacional4M 
#SOSColombiaDDHH 
#Anonymous https://t.co/xClJ0W6ZZH"
JonathanAngelIs,,"Gracias #Anonymous hackeada la página del @COL_EJERCITO 
#Asesinos #AsesinosCobardesDelEsmad #ejercito 
@auronplay… https://t.co/yvobvQ9qyt"
Minli50963211,,#UribeTieneLaRazon   #YoApoyoAlEsmad   #Anonymous  #ColombiaResiste  #NosEstanMatando  #UribeSomosTodos  hasta  ano… https://t.co/dcoi4BBnNI
MandarinaLuchad,,"bCada vez se suman más a la causa... #anonymous #soscolombia

#PrevenirPorLaVida https://t.co/GaXnhAggPm"
luisfdogonzalez,Colombia,Ojalá #Anonymous no vaya a tumbar el programa del imbécil de @IvanDuque para dar un mensaje al país. https://t.co/zydcaoU9zE
Nicole02979173,"Medellín, Colombia",Increíble nos están escuchando compañer@s #FuerzaCOLOMBIA #SOSColombiaEnDictadura #SOSColombiaNosEstanMatando… https://t.co/4RIn8zDE9w
NathaJesik,"Bogotá, D.C., Colombia","Una forma de protesta dónde se muestran muchas cagadas  🔥!! 
Gracias #Anonymous 
#SOSColombiaDDHH"
DanielC32885904,,"Confirmó la página del ejercicio nacional está caída
#Anonymous https://t.co/zfmcIPHQha"
DavidLpz0620,Colombia,"#SOSColombiaDDHH 

No pueden callar a un pueblo que ya está cansado. Grande #Anonymous https://t.co/oDBu4dT15n"
isabellalanegra,Colombia,#Anonymous bajando la página del ejército nacional da tantito fresco
Tyffanymp,,"Ah bueno, valieron mierda ya. 
#Anonymous"
TrashmanFTW,"Cali, Colombia","No sé si sea cierto pero, sería interesante... #Anonymous

https://t.co/HPyOFqPr2T"
KvMakzg_CO,"Cali, Colombia",Basicamente Ahora Saliendome del Hilo el Cual no pretendo actualizar Por ahora un grupo de Personas a tumbado y alt… https://t.co/QpY8ba26oK
andrearestrepop,Bogota,Ah carajo✊✊ #Anonymous https://t.co/a0CvcugZ4B
dieuryuki,𝐌𝐢 𝐏𝐮𝐭𝐚 𝐂𝐚𝐬𝐚,"""Si los ciudadanos perdieron su miedo de ser infectados y decidieron salir, imagina que tan grande es el problema.… https://t.co/hlalfyJ4Ol"
Daanny26,"Colombia, Pereira",Busquen ejército de Colombia en google!!! #SOSColombiaDDHH #Anonymous #NosEstanAsesinando https://t.co/GJBMAd3me8
ruthcitagon,"Montería, Colombia",Se aguaron los ojos de felicidad. Al malo que pague! Gracias #Anonymous
Sputnik_dos,"Cali, Colombia",Wikipedia ahora mismo #Anonymous https://t.co/REsPk5xeFX
seralge,Colombia,"#Anonymous tumbó la pago del ejército nacional.
Esta es la verdadera ayuda que necesitamos! https://t.co/JK67pAezBV"
ManuelatorrS,"Armenia, Colombia",#Anonymous Al rescate.
maygonzalezx_,barranquilla,"Jajajajaaj y quien no los va a hackear con esas contraseñas y que princesitas, Nirvana jahahahahahaa #Anonymous"
linitapalacio,Buenaventura por el momento,Gracias 💛💙❤️ #SOSCOLOMBIA  #Anonymous
danieldonadoe,"Barranquilla, Colombia","“Tengo miedo de salir a las calles, no tanto por el Covid sino porque no quiero que mi mamá me pierda a causa de la… https://t.co/IFCDWu0AmS"
tutiburoncule,,#Anonymous esto es increíble https://t.co/8ar3IaPElh
Catalina_Moraz,,"¡Gracias por ayudarnos! Así de una vez por todas sabrán por lo que pasamos.
#Anonymous
#SOSColombiaDDHH… https://t.co/vWw4qdkYO3"
saracrdenas19,"Medellín, Colombia",Esto es lo que sale al buscar ejercito nacional #Anonymous https://t.co/gv8PujCHyy
jaizirmed,"Bogotá, D.C., Colombia",#Anonymous haciendo mucho 👏🏻👏🏻👏🏻👏🏻
DonEquino,"Medellín, Colombia",ay @COL_EJERCITO  que les paso a sus páginas #Anonymous dame las hackeo?? Citos ahora esperemos a que se filtre la… https://t.co/DE19YXxCKy
linitapalacio,Buenaventura por el momento,Gracias💛💙❤️ #Anonymous
PaulRincon10,"Barranquilla, Colombia",". #Anonymous en medio día hizo más que Duque en todo su gobierno, increíble"
themodelmind,,"Así aparecer el wikipedia del Ejercito, grande.
#Anonymous #SOSColombiaDDHH https://t.co/TeHfthbwRf"
milenag99831398,,"#UribeAsesino 
#DuqueAsesino 
#SOSColombiaDDHH 
#Anonymous 
Tristeza absoluta, justicia para los que lucharon por u… https://t.co/48X1Bnk6h5"
Abraham08187,,"Busquen en Google ejercito nacional de Colombia ... ahí se las dejo

#Anonymous  #NosEstanMasacrando #DuqueAsesino… https://t.co/dY5hbWBpX3"
ozguerrero,San Juan de Pasto ,#Anonymous Tumba la página del ejército mientras que revela correos y contraseñas de algunos de los miembros del mi… https://t.co/V5damw8BTh
FredyTelloR,colombia,#Anonymous hackeen a uribe
alejx__,"Medellín, Colombia",Qué tal si hackean la cuenta de @AlvaroUribeVel y se la tumban de una vez por todas? 🙏🏻🙏🏻🙏🏻  #Anonymous
Ocampo__01,,"ESTE ES EL TIPO DE CONGRESISTA QUE TENEMOS EN COLOMBIA, SUPUESTAMENTE LOS QUE CREAN Y DEROGAN LEYES… https://t.co/jcnXJlWVaO"
Bridgetth_,,"DIFUNDIR URGENTEMENTe
@AnonymousOpCOL
 VIENEN AL RESCATE 
Colombia sigue en lucha Puño alzado🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴… https://t.co/bkdh4HDRwK"
Jarol_Molina,Donde tu puta madre,"#Anonymous tumbó la página d l efecto y filtro claves y usuarios de oficiales

✊✊✊✊

#SOSColombiaDDHH
#SOSCali… https://t.co/VWmqJcsBJq"
fourdrum,Bogotá Colombia,Esta vez ganamos nosotros! #SOSColombia #ColombiaEnAlertaRoja #FuerzaCOLOMBIA #Colombia #SOSColombiaDDHH  #Anonymous https://t.co/1zARS58yFv
maygonzalezx_,barranquilla,Señor #Anonymous puede también hackear al centro democrático
fabiangeronimo,Villavicencio (Meta),Gracias 🇨🇴🇨🇴💓🇨🇴🇨🇴💓🙏🙏🙏🙏#Anonymous https://t.co/XY9mxffu36
DonEquino,"Medellín, Colombia",Se pusieron de ariscos y hasta #Anonymous y Justin Biebber están con nosotros... Venceremos 💥💥 ah y los #Kpopers nu… https://t.co/q1Om65fW5s
Uribeasesin0,,Increíble lo de #Anonymous https://t.co/ShleNyADT5
AndreaDevilaos1,,"#Anonymous #SOSColombiaDDHH #FuerzaCOLOMBIA #NosEstanMatando  
Si podemos
#4Mayo 
#FuerzaCOLOMBIA… https://t.co/2S60IVvWNZ"
YeferVargas,,"Es real 😱😱😱😱

#Tendencias 
#Anonymous 
#SOSColombiaDDHH 
#ParoIndefinido2021 https://t.co/GS1cCHlTGa https://t.co/IeNMqEUUpB"
Jjggook,,"#Anonymous #NosEstanMatando #SOSColombiaEnDictadura  #FuerzaCOLOMBIA #DuqueRenuncie  #ColombiaSOS 

Bueno...pero ya… https://t.co/Xdvkewd4xS"
rafaportohill,Cartagena,#SOSColombiaDDHH #ParoNacional4M #FuerzaCOLOMBIA #EsUrgente Shakira #Anonymous Andes Justin Bieber Andes COPIEN Y P… https://t.co/vEJXj48qQD
opsolucionesbq,,"Les doy los numeros de mis deudas por si se les ocurre borrar masivamemte, deudas de impuestos, comparemos y maricadas de esas #Anonymous"
JosCast95865428,,Sería bueno que #Anonymous revelará toda la corrupción que existe en @infopresidencia @PoliciaColombia… https://t.co/U5cztvezKV
kaicholu,COLOMBIA,#Anonymous AYUDANOS A HACER JUSTICIA LAS VICTIMAS DE COLOMBIAS MUERTAS POR LA POLICIA
MeliRuea,"Valledupar, Colombia","MORRRR HÁGALE, SIN MIEDO AL ÉXITO. NO AMAGUE!!!! LE DOY LUZ VERDE. #Anonymous #ADuqueLeDigo #ParoNacional4M https://t.co/H1v9fe6WiF"
alex961511,,#Anonymous  Wikipedia hacker https://t.co/424I23fReB
cesartrespena,"Neiva, Huila",y si #Anonymous se infiltra en el show privado televisivo donde sale @IvanDuque  y emite el mensaje. ¿Mucho pedir?
Edicion00,,"No sé qué tan cierto sea esto peŕo gracias Anonymous , desde acá un army presente. 

#ARMYColombia 
#Anonymous… https://t.co/ew6UXbEpGl"
SantiagoMMS,,"Ojalá no cambien el de Iván duque 
Guiño guiño 😉 
#ColombiaSOS #Anonymous #SOSColombiaDDHH #ColombiaResiste… https://t.co/DXFroNudLa"
elquedaforma,soacha,"Esto no es delito? @jmanuelsaenzdeb  
#Anonymous #ParoNacional4M https://t.co/fgBQiquSQE"
_karenramirez_s,,Imaginen que los de #Anonymous interrumpierán la programación habitual que tiene este narcogobierno donde sólo mien… https://t.co/KuZNHD23LG
simplefan15,,Desde siempre me ha gustado #Anonymous  ahora me encantan. We are anonymous. we are legión. https://t.co/TfmT1Kt2qk
donbetther,Ibague,"Todos busquen en Wikipedia linformacion sobre @COL_EJERCITO 
Ejército nacional de Colombia.
#Anonymous  lo ah echo… https://t.co/q9478xrFEI"
JosCast95865428,,#Anonymous lo ah hecho de nuevo tumbo la pagina de @COL_EJERCITO.... Un ejército nunca levanta sus armas contra su pueblo... Aguante..
worldhopebtspap,,mannn lo veo y no lo creo que chimba ahora a esmantelar RCN Y CARACOL #Anonymous https://t.co/HUL4COd9jV
VictorL00212746,,@THEOSIRISVLOG Que #Anonymous  le tumbe Twitter al paraco
lizchavesrios,,Se está modificando en wikipedia la información del Ejército Nacional de Colombia ✊🏼🇨🇴#Anonymous #FuerzaCOLOMBIA… https://t.co/F4LCZdddbn
rafaelcorleone1,Cartagena de Indias (Colombia),Deberían ayudarnos destapando las ollas podridas de Colombia #Anonymous
camilacruzfan1,,"#Anonymous ¿Qué opinan? La página está completamente caída, ya lo comprobé. 
#ColombiaSOS 
#ColombiaResiste… https://t.co/Htia1TylUP"
SCardeniitas,,Son unos duros #Anonymous  #NosEstanMasacrando  #ColombiaSOS  #SMADasesino  #ColombiaResiste #AyudaInternacional… https://t.co/pVihxRTB5W
19Yaleska,,Gracias Anonymous los colombianos estamos en deuda contigo #Anonymous
VUCviviana,"Manizales, Caldas ",#Anonymous  Hakie la cuenta de todos lo políticos. D
Laura_MAT0602,"Bogotá, D.C., Colombia","Ataque cibernético al ejército nacional 
#Nacional #ColombiaSOS #ColombiaResiste #EsUrgente 
#Anonymous https://t.co/HroBQlDVgm"
verdeementa,"Bogotá, D.C., Colombia",#Anonymous te hablan https://t.co/bFTiT7YxDl
lixchrm,mu/jer ,"#Anonymous
LOS AMO MI LOS AMO LOS AMO"
itsnana08,,"“El ejército ASESINO de Colombia” #Anonymous 
#EnColombiaEstanMatandoCiviles https://t.co/mlwk7c8yoO"
Jod_raw,Colombia,"#ATENCION 
¡Hackeada la página del ejército nacional!
#Anonymous #SOSColombiaEnDictadura 
#UribeGenocida https://t.co/l8JQmZPGNx"
felixstay__,She/Her,Estamos tan desesperados que le estamos pidiendo ayuda a #Anonymous  me río para no llorar
HansCas96559072,,#Anonymous Colombia tumba la página oficial del ejército nacional en rechazo a los asesinatos de los manifestantes.… https://t.co/ZwSi2QyRid
jamnaizarina,Pachamama,"#Anonymous no esta haciendo ni mierda en mostrar contraseñas y correos, que paso con la inteligencia que usaban par… https://t.co/3PFKQ61GtP"
Leegs_20,"Barranquilla, Colombia",Cada vez se suman más a la causa #Anonymous #SOSColombiaDDHH https://t.co/QBFbL9HVnD
MarianaJavelaV,"Miami, FL","Ataque cibernético por parte de Anonymous, hacen caer el website del ejército colombiano
#SOSColombiaDDHH… https://t.co/y7Svn3nosq"
Catalina_Moraz,,"Que gran apoyo nos están brindando. Gracias
#Anonymous
#SOSColombiaDDHH https://t.co/IEBjdottjM"
LeTatianeE,,#Anonymous hazlo ya https://t.co/scG5NdNs4B
CarlosD01889700,"Santa Marta, Colombia",#Anonymous parece los confiésate del banco sabe de to’
ElJefer21,Sígueme en ,"#Anonymous acaba de tumbar la página del ""glorioso"" ejército nacional de Colombia. #ColombiaSOS https://t.co/HjxQ6ERMm7"
miguelyopal,Llano Colombiano,"@Nessnio @Gat3m @IvanDuque Esos de #Anonymous no hacen un culo. Solo videos mks, creyéndose la verga en hackeo y ha… https://t.co/WgFsgSYobu"
chunygomez,,"#Anonymous  lo hizo 
Hptaa 
#SOSColombiaDDHH 
#FuerzaCOLOMBIA #NosEstanMatando #ColombiaSOS https://t.co/cDxobE5pvv"
Thestralkneazle,,Busquen la página del ejército nacional  #UribeGenocida #Anonymous #DictaduraEnColombia #ParoNacional https://t.co/Q5LNFADXd8
SebastianMg1998,"Bogotá, D.C., Colombia",#Anonymous si leen esto no hagan caer Prevención y acción a las 6pm. Guiño Guiño #ElParoNoLoParaNadie… https://t.co/DKqsTjOp6D
chucho1835,"Cartagena, Colombia",#Anonymous revela correos y contraseña de miembros del ejercito. También tumbaron la pagina del ejercito. https://t.co/IcAlsJSGy7
RobertoCamarada,,"Cada vez se suman más a la causa... #anonymous #soscolombia

#PrevenirPorLaVida https://t.co/PUyCozyUTY"
paolagrand_,"Bogotá, D.C., Colombia","#Anonymous Gracias, y no se les olvide @AlvaroUribeVel

Principal de todas las masacres"
AnonySudamerica,"Global, Red de Anonymous","#Anonymous  tumbó pagina del ejercito de colombia, como protesta en contra de las masacres perpetuadas en colombia… https://t.co/d7FHTrmgCW"
El_TioYisus1,,"Bueno, aquí vamos de nuevo bbs #Anonymous #SOSColombiaDDHH #ParoNacional4M #PoliciasAsesinos https://t.co/hctJ2oOCXF"
wWJy2v8kCYfPgjd,,"https://t.co/qQjaOFozkl

Vídeo de Anonymous
#Anonymous 
#SOSColombiaEnDictadura 
#ColombiaEnAlertaRoja"
wWJy2v8kCYfPgjd,,Fuentes confiables aseguran el apoyo de Anonymous hacia Colombia en su siguiente vídeo publicado vía Twiteer y está… https://t.co/92yGlVl2Hp
luisrodevia,Colombia,Todo se sabe : Hay un plan para crear miedo y zozobra. #Anonymous #ColombiaEnDictadura #Cali víctima de esta jugadita #DuqueDictador
YourAnonTV,Internet ,"""La gente no debería tener miedo de su gobierno. Los gobiernos deberían tener miedo de su gente. Esperanos.""… https://t.co/dpN3SzTFA2"
ElPastor_miguel,,#Anonymous  sería de mal gusto que borraran los datos de páginas como el ICETEX Y DATACREDITO 😉 😉
PuraPosmoderna,"Bogotá, D.C., Colombia","Qué la redes sociales no sólo sean para lucir los egos. Empátía, solidaridad y dignidad. #Anonymous… https://t.co/69tohjO3Zf"
AlessandroD10,"Bogotá, D.C., Colombia","Ya que andas en eso, #Anonymous ¿podrías bajarte las deudas de miles de colombianos asalariados del ICETEX? 👉🏼👈🏼👀"
ZonaF_Noticias,,"#ÚltimaHora | #Anonymous reconocido grupo  de hackers, eliminó la información de la página oficial de @COL_EJERCITO… https://t.co/4doOoMrNGR"
Chaverra_Omg,"Medellín, Colombia",#Anonymous  necesitamos que haya una masacre virtual hacia las redes del gobierno un hackeo completo.
edwin07212661,,"A esto le llamo un golpe colateral al estado. 🇨🇴
#Anonymous🇨🇴
 #ResistenciaColombia #NosEstanMatando 🇨🇴… https://t.co/llmF2TijuD"
yoniacevedo17,,"Por favor el programa de duque tumbenlo y pongan todas las masacres que han habido, también las noticias de las 7 e… https://t.co/fsff1mSb3n"
krolovely,Guayaquil-Ecuador,#Anonymous ERES GRANDE! #SOSColombiaDDHH #ColombiaSOS #ColombiaResiste
DaniPaigeLopez,"Medellín, Colombia",ANONYMOUS DONDE ESTÁS PA CHUPARTE EL PIT0 X TODO LO Q ESTÁS HACIENDO #Anonymous
16_mych,,Injusto es que le bloqueen la cuenta a #Anonymous y no a la 🐀 de #AlvaroUribeVelez https://t.co/mjx5QhQydR
